time,latitude,CUTI
2010-04-15T00:00:00Z,33.0,0.813
2010-04-15T00:00:00Z,39.0,1.307
2010-04-15T00:00:00Z,45.0,0.074
2010-05-15T00:00:00Z,33.0,0.719
2010-05-15T00:00:00Z,39.0,0.909
2010-05-15T00:00:00Z,45.0,0.157
2010-06-15T00:00:00Z,33.0,0.381
2010-06-15T00:00:00Z,39.0,1.988
2010-06-15T00:00:00Z,45.0,0.25
2010-07-15T00:00:00Z,33.0,0.277
2010-07-15T00:00:00Z,39.0,1.892
2010-07-15T00:00:00Z,45.0,0.912
2010-08-15T00:00:00Z,33.0,0.451
2010-08-15T00:00:00Z,39.0,1.387
2010-08-15T00:00:00Z,45.0,0.274
2010-09-15T00:00:00Z,33.0,0.386
2010-09-15T00:00:00Z,39.0,0.778
2010-09-15T00:00:00Z,45.0,-0.082
2010-10-15T00:00:00Z,33.0,0.25
2010-10-15T00:00:00Z,39.0,0.493
2010-10-15T00:00:00Z,45.0,-0.294
2010-11-15T00:00:00Z,33.0,0.47
2010-11-15T00:00:00Z,39.0,0.626
2010-11-15T00:00:00Z,45.0,-0.183
2010-12-15T00:00:00Z,33.0,0.206
2010-12-15T00:00:00Z,39.0,-0.305
2010-12-15T00:00:00Z,45.0,-1.217
2011-01-15T00:00:00Z,33.0,-0.069
2011-01-15T00:00:00Z,39.0,0.438
2011-01-15T00:00:00Z,45.0,0.015
2011-02-15T00:00:00Z,33.0,0.235
2011-02-15T00:00:00Z,39.0,0.467
2011-02-15T00:00:00Z,45.0,0.187
2011-03-15T00:00:00Z,33.0,0.443
2011-03-15T00:00:00Z,39.0,-0.032
2011-03-15T00:00:00Z,45.0,-0.618
2011-04-15T00:00:00Z,33.0,0.761
2011-04-15T00:00:00Z,39.0,0.956
2011-04-15T00:00:00Z,45.0,0.262
2011-05-15T00:00:00Z,33.0,0.914
2011-05-15T00:00:00Z,39.0,1.416
2011-05-15T00:00:00Z,45.0,0.079
2011-06-15T00:00:00Z,33.0,0.504
2011-06-15T00:00:00Z,39.0,1.674
2011-06-15T00:00:00Z,45.0,0.263
2011-07-15T00:00:00Z,33.0,0.564
2011-07-15T00:00:00Z,39.0,1.81
2011-07-15T00:00:00Z,45.0,0.565
2011-08-15T00:00:00Z,33.0,0.576
2011-08-15T00:00:00Z,39.0,1.839
2011-08-15T00:00:00Z,45.0,0.364
2011-09-15T00:00:00Z,33.0,0.324
2011-09-15T00:00:00Z,39.0,0.688
2011-09-15T00:00:00Z,45.0,-0.006
2011-10-15T00:00:00Z,33.0,0.317
2011-10-15T00:00:00Z,39.0,0.596
2011-10-15T00:00:00Z,45.0,0.044
2011-11-15T00:00:00Z,33.0,0.183
2011-11-15T00:00:00Z,39.0,0.319
2011-11-15T00:00:00Z,45.0,-0.384
2011-12-15T00:00:00Z,33.0,0.243
2011-12-15T00:00:00Z,39.0,0.77
2011-12-15T00:00:00Z,45.0,0.506
2012-01-15T00:00:00Z,33.0,0.306
2012-01-15T00:00:00Z,39.0,0.168
2012-01-15T00:00:00Z,45.0,-0.623
2012-02-15T00:00:00Z,33.0,0.59
2012-02-15T00:00:00Z,39.0,1.064
2012-02-15T00:00:00Z,45.0,0.042
2012-03-15T00:00:00Z,33.0,0.517
2012-03-15T00:00:00Z,39.0,-0.043
2012-03-15T00:00:00Z,45.0,-0.701
2012-04-15T00:00:00Z,33.0,0.362
2012-04-15T00:00:00Z,39.0,0.59
2012-04-15T00:00:00Z,45.0,-0.25
2012-05-15T00:00:00Z,33.0,0.678
2012-05-15T00:00:00Z,39.0,1.688
2012-05-15T00:00:00Z,45.0,0.531
2012-06-15T00:00:00Z,33.0,0.604
2012-06-15T00:00:00Z,39.0,1.793
2012-06-15T00:00:00Z,45.0,0.172
2012-07-15T00:00:00Z,33.0,0.458
2012-07-15T00:00:00Z,39.0,1.609
2012-07-15T00:00:00Z,45.0,0.469
2012-08-15T00:00:00Z,33.0,0.337
2012-08-15T00:00:00Z,39.0,1.227
2012-08-15T00:00:00Z,45.0,0.528
2012-09-15T00:00:00Z,33.0,0.406
2012-09-15T00:00:00Z,39.0,0.81
2012-09-15T00:00:00Z,45.0,0.533
2012-10-15T00:00:00Z,33.0,0.466
2012-10-15T00:00:00Z,39.0,0.313
2012-10-15T00:00:00Z,45.0,-0.196
2012-11-15T00:00:00Z,33.0,0.223
2012-11-15T00:00:00Z,39.0,-0.113
2012-11-15T00:00:00Z,45.0,-0.585
2012-12-15T00:00:00Z,33.0,0.303
2012-12-15T00:00:00Z,39.0,0.439
2012-12-15T00:00:00Z,45.0,-0.184
2013-01-15T00:00:00Z,33.0,0.44
2013-01-15T00:00:00Z,39.0,0.59
2013-01-15T00:00:00Z,45.0,-0.072
2013-02-15T00:00:00Z,33.0,0.538
2013-02-15T00:00:00Z,39.0,1.143
2013-02-15T00:00:00Z,45.0,-0.069
2013-03-15T00:00:00Z,33.0,0.294
2013-03-15T00:00:00Z,39.0,0.843
2013-03-15T00:00:00Z,45.0,-0.06
2013-04-15T00:00:00Z,33.0,0.719
2013-04-15T00:00:00Z,39.0,1.72
2013-04-15T00:00:00Z,45.0,0.203
2013-05-15T00:00:00Z,33.0,0.598
2013-05-15T00:00:00Z,39.0,1.231
2013-05-15T00:00:00Z,45.0,0.185
2013-06-15T00:00:00Z,33.0,0.482
2013-06-15T00:00:00Z,39.0,1.497
2013-06-15T00:00:00Z,45.0,0.318
2013-07-15T00:00:00Z,33.0,0.434
2013-07-15T00:00:00Z,39.0,1.564
2013-07-15T00:00:00Z,45.0,1.231
2013-08-15T00:00:00Z,33.0,0.619
2013-08-15T00:00:00Z,39.0,0.755
2013-08-15T00:00:00Z,45.0,0.192
2013-09-15T00:00:00Z,33.0,0.477
2013-09-15T00:00:00Z,39.0,0.775
2013-09-15T00:00:00Z,45.0,-0.113
2013-10-15T00:00:00Z,33.0,0.248
2013-10-15T00:00:00Z,39.0,1.227
2013-10-15T00:00:00Z,45.0,0.408
2013-11-15T00:00:00Z,33.0,0.16
2013-11-15T00:00:00Z,39.0,0.715
2013-11-15T00:00:00Z,45.0,-0.079
2013-12-15T00:00:00Z,33.0,0.26
2013-12-15T00:00:00Z,39.0,0.918
2013-12-15T00:00:00Z,45.0,-0.033
2014-01-15T00:00:00Z,33.0,0.096
2014-01-15T00:00:00Z,39.0,0.081
2014-01-15T00:00:00Z,45.0,-0.255
2014-02-15T00:00:00Z,33.0,0.248
2014-02-15T00:00:00Z,39.0,0.137
2014-02-15T00:00:00Z,45.0,-0.333
2014-03-15T00:00:00Z,33.0,0.308
2014-03-15T00:00:00Z,39.0,0.312
2014-03-15T00:00:00Z,45.0,-0.287
2014-04-15T00:00:00Z,33.0,0.564
2014-04-15T00:00:00Z,39.0,0.654
2014-04-15T00:00:00Z,45.0,0.097
2014-05-15T00:00:00Z,33.0,0.64
2014-05-15T00:00:00Z,39.0,1.396
2014-05-15T00:00:00Z,45.0,0.174
2014-06-15T00:00:00Z,33.0,0.454
2014-06-15T00:00:00Z,39.0,1.933
2014-06-15T00:00:00Z,45.0,0.532
2014-07-15T00:00:00Z,33.0,0.301
2014-07-15T00:00:00Z,39.0,0.715
2014-07-15T00:00:00Z,45.0,0.735
2014-08-15T00:00:00Z,33.0,0.349
2014-08-15T00:00:00Z,39.0,0.761
2014-08-15T00:00:00Z,45.0,0.619
2014-09-15T00:00:00Z,33.0,0.522
2014-09-15T00:00:00Z,39.0,0.344
2014-09-15T00:00:00Z,45.0,0.108
2014-10-15T00:00:00Z,33.0,0.185
2014-10-15T00:00:00Z,39.0,0.301
2014-10-15T00:00:00Z,45.0,-0.539
2014-11-15T00:00:00Z,33.0,0.204
2014-11-15T00:00:00Z,39.0,0.005
2014-11-15T00:00:00Z,45.0,-0.262
2014-12-15T00:00:00Z,33.0,0.174
2014-12-15T00:00:00Z,39.0,-0.163
2014-12-15T00:00:00Z,45.0,-0.664
2015-01-15T00:00:00Z,33.0,0.048
2015-01-15T00:00:00Z,39.0,0.147
2015-01-15T00:00:00Z,45.0,-0.194
2015-02-15T00:00:00Z,33.0,0.105
2015-02-15T00:00:00Z,39.0,0.258
2015-02-15T00:00:00Z,45.0,-0.44
2015-03-15T00:00:00Z,33.0,0.13
2015-03-15T00:00:00Z,39.0,0.633
2015-03-15T00:00:00Z,45.0,-0.071
2015-04-15T00:00:00Z,33.0,0.454
2015-04-15T00:00:00Z,39.0,1.483
2015-04-15T00:00:00Z,45.0,0.237
2015-05-15T00:00:00Z,33.0,0.694
2015-05-15T00:00:00Z,39.0,1.467
2015-05-15T00:00:00Z,45.0,0.513
2015-06-15T00:00:00Z,33.0,0.48
2015-06-15T00:00:00Z,39.0,0.996
2015-06-15T00:00:00Z,45.0,0.731
2015-07-15T00:00:00Z,33.0,0.472
2015-07-15T00:00:00Z,39.0,0.496
2015-07-15T00:00:00Z,45.0,0.277
2015-08-15T00:00:00Z,33.0,0.543
2015-08-15T00:00:00Z,39.0,0.409
2015-08-15T00:00:00Z,45.0,0.321
2015-09-15T00:00:00Z,33.0,0.281
2015-09-15T00:00:00Z,39.0,0.899
2015-09-15T00:00:00Z,45.0,0.272
2015-10-15T00:00:00Z,33.0,0.335
2015-10-15T00:00:00Z,39.0,0.484
2015-10-15T00:00:00Z,45.0,-0.062
2015-11-15T00:00:00Z,33.0,0.464
2015-11-15T00:00:00Z,39.0,0.57
2015-11-15T00:00:00Z,45.0,-0.255
2015-12-15T00:00:00Z,33.0,0.764
2015-12-15T00:00:00Z,39.0,0.196
2015-12-15T00:00:00Z,45.0,-0.964
2016-01-15T00:00:00Z,33.0,0.188
2016-01-15T00:00:00Z,39.0,-0.797
2016-01-15T00:00:00Z,45.0,-0.845
2016-02-15T00:00:00Z,33.0,0.368
2016-02-15T00:00:00Z,39.0,0.176
2016-02-15T00:00:00Z,45.0,-0.455
2016-03-15T00:00:00Z,33.0,0.423
2016-03-15T00:00:00Z,39.0,0.264
2016-03-15T00:00:00Z,45.0,-0.555
2016-04-15T00:00:00Z,33.0,0.733
2016-04-15T00:00:00Z,39.0,0.948
2016-04-15T00:00:00Z,45.0,0.062
2016-05-15T00:00:00Z,33.0,0.587
2016-05-15T00:00:00Z,39.0,1.242
2016-05-15T00:00:00Z,45.0,0.519
2016-06-15T00:00:00Z,33.0,0.26
2016-06-15T00:00:00Z,39.0,1.551
2016-06-15T00:00:00Z,45.0,0.386
2016-07-15T00:00:00Z,33.0,0.279
2016-07-15T00:00:00Z,39.0,1.577
2016-07-15T00:00:00Z,45.0,0.483
2016-08-15T00:00:00Z,33.0,0.433
2016-08-15T00:00:00Z,39.0,0.597
2016-08-15T00:00:00Z,45.0,0.537
2016-09-15T00:00:00Z,33.0,0.344
2016-09-15T00:00:00Z,39.0,1.069
2016-09-15T00:00:00Z,45.0,0.383
2016-10-15T00:00:00Z,33.0,0.408
2016-10-15T00:00:00Z,39.0,0.078
2016-10-15T00:00:00Z,45.0,-1.036
2016-11-15T00:00:00Z,33.0,0.312
2016-11-15T00:00:00Z,39.0,0.033
2016-11-15T00:00:00Z,45.0,-0.693
2016-12-15T00:00:00Z,33.0,0.301
2016-12-15T00:00:00Z,39.0,0.559
2016-12-15T00:00:00Z,45.0,-0.086
2017-01-15T00:00:00Z,33.0,0.151
2017-01-15T00:00:00Z,39.0,0.002
2017-01-15T00:00:00Z,45.0,-0.47
2017-02-15T00:00:00Z,33.0,0.331
2017-02-15T00:00:00Z,39.0,-0.075
2017-02-15T00:00:00Z,45.0,-0.151
2017-03-15T00:00:00Z,33.0,0.404
2017-03-15T00:00:00Z,39.0,0.443
2017-03-15T00:00:00Z,45.0,-0.54
2017-04-15T00:00:00Z,33.0,0.648
2017-04-15T00:00:00Z,39.0,0.66
2017-04-15T00:00:00Z,45.0,-0.353
2017-05-15T00:00:00Z,33.0,0.635
2017-05-15T00:00:00Z,39.0,1.692
2017-05-15T00:00:00Z,45.0,0.379
2017-06-15T00:00:00Z,33.0,0.511
2017-06-15T00:00:00Z,39.0,1.457
2017-06-15T00:00:00Z,45.0,0.284
2017-07-15T00:00:00Z,33.0,0.247
2017-07-15T00:00:00Z,39.0,1.531
2017-07-15T00:00:00Z,45.0,0.81
2017-08-15T00:00:00Z,33.0,0.416
2017-08-15T00:00:00Z,39.0,0.785
2017-08-15T00:00:00Z,45.0,0.507
2017-09-15T00:00:00Z,33.0,0.409
2017-09-15T00:00:00Z,39.0,0.537
2017-09-15T00:00:00Z,45.0,0.168
2017-10-15T00:00:00Z,33.0,0.274
2017-10-15T00:00:00Z,39.0,0.969
2017-10-15T00:00:00Z,45.0,0.048
2017-11-15T00:00:00Z,33.0,0.28
2017-11-15T00:00:00Z,39.0,-0.023
2017-11-15T00:00:00Z,45.0,-0.821
2017-12-15T00:00:00Z,33.0,0.148
2017-12-15T00:00:00Z,39.0,0.509
2017-12-15T00:00:00Z,45.0,-0.009
2018-01-15T00:00:00Z,33.0,0.355
2018-01-15T00:00:00Z,39.0,-0.014
2018-01-15T00:00:00Z,45.0,-0.688
2018-02-15T00:00:00Z,33.0,0.394
2018-02-15T00:00:00Z,39.0,1.474
2018-02-15T00:00:00Z,45.0,0.25
2018-03-15T00:00:00Z,33.0,0.425
2018-03-15T00:00:00Z,39.0,0.237
2018-03-15T00:00:00Z,45.0,-0.062
2018-04-15T00:00:00Z,33.0,0.714
2018-04-15T00:00:00Z,39.0,0.739
2018-04-15T00:00:00Z,45.0,-0.129
2018-05-15T00:00:00Z,33.0,0.761
2018-05-15T00:00:00Z,39.0,1.72
2018-05-15T00:00:00Z,45.0,0.45
2018-06-15T00:00:00Z,33.0,0.422
2018-06-15T00:00:00Z,39.0,2.354
2018-06-15T00:00:00Z,45.0,0.292
2018-07-15T00:00:00Z,33.0,0.236
2018-07-15T00:00:00Z,39.0,1.269
2018-07-15T00:00:00Z,45.0,0.623
2018-08-15T00:00:00Z,33.0,0.389
2018-08-15T00:00:00Z,39.0,1.399
2018-08-15T00:00:00Z,45.0,0.386
2018-09-15T00:00:00Z,33.0,0.393
2018-09-15T00:00:00Z,39.0,1.373
2018-09-15T00:00:00Z,45.0,0.253
2018-10-15T00:00:00Z,33.0,0.134
2018-10-15T00:00:00Z,39.0,0.695
2018-10-15T00:00:00Z,45.0,0.032
2018-11-15T00:00:00Z,33.0,0.18
2018-11-15T00:00:00Z,39.0,0.499
2018-11-15T00:00:00Z,45.0,-0.2
2018-12-15T00:00:00Z,33.0,0.428
2018-12-15T00:00:00Z,39.0,0.318
2018-12-15T00:00:00Z,45.0,-0.681
2019-01-15T00:00:00Z,33.0,0.133
2019-01-15T00:00:00Z,39.0,-0.532
2019-01-15T00:00:00Z,45.0,-0.414
2019-02-15T00:00:00Z,33.0,0.423
2019-02-15T00:00:00Z,39.0,0.559
2019-02-15T00:00:00Z,45.0,0.103
2019-03-15T00:00:00Z,33.0,0.422
2019-03-15T00:00:00Z,39.0,0.306
2019-03-15T00:00:00Z,45.0,-0.009
2019-04-15T00:00:00Z,33.0,0.45
2019-04-15T00:00:00Z,39.0,1.313
2019-04-15T00:00:00Z,45.0,0.096
2019-05-15T00:00:00Z,33.0,0.661
2019-05-15T00:00:00Z,39.0,0.854
2019-05-15T00:00:00Z,45.0,0.393
2019-06-15T00:00:00Z,33.0,0.247
2019-06-15T00:00:00Z,39.0,1.727
2019-06-15T00:00:00Z,45.0,0.601
2019-07-15T00:00:00Z,33.0,0.443
2019-07-15T00:00:00Z,39.0,1.781
2019-07-15T00:00:00Z,45.0,0.271
2019-08-15T00:00:00Z,33.0,0.546
2019-08-15T00:00:00Z,39.0,0.942
2019-08-15T00:00:00Z,45.0,0.345
2019-09-15T00:00:00Z,33.0,0.366
2019-09-15T00:00:00Z,39.0,1.371
2019-09-15T00:00:00Z,45.0,0.065
2019-10-15T00:00:00Z,33.0,0.218
2019-10-15T00:00:00Z,39.0,1.121
2019-10-15T00:00:00Z,45.0,0.178
2019-11-15T00:00:00Z,33.0,0.163
2019-11-15T00:00:00Z,39.0,0.677
2019-11-15T00:00:00Z,45.0,0.311
2019-12-15T00:00:00Z,33.0,0.177
2019-12-15T00:00:00Z,39.0,-0.224
2019-12-15T00:00:00Z,45.0,-0.422
2020-01-15T00:00:00Z,33.0,0.249
2020-01-15T00:00:00Z,39.0,0.34
2020-01-15T00:00:00Z,45.0,-1.055
2020-02-15T00:00:00Z,33.0,0.188
2020-02-15T00:00:00Z,39.0,1.562
2020-02-15T00:00:00Z,45.0,0.08
2020-03-15T00:00:00Z,33.0,0.3
2020-03-15T00:00:00Z,39.0,0.658
2020-03-15T00:00:00Z,45.0,0.112
2020-04-15T00:00:00Z,33.0,0.341
2020-04-15T00:00:00Z,39.0,0.851
2020-04-15T00:00:00Z,45.0,0.255
2020-05-15T00:00:00Z,33.0,0.545
2020-05-15T00:00:00Z,39.0,1.028
2020-05-15T00:00:00Z,45.0,0.021
2020-06-15T00:00:00Z,33.0,0.397
2020-06-15T00:00:00Z,39.0,1.707
2020-06-15T00:00:00Z,45.0,0.325
2020-07-15T00:00:00Z,33.0,0.459
2020-07-15T00:00:00Z,39.0,1.087
2020-07-15T00:00:00Z,45.0,0.618
2020-08-15T00:00:00Z,33.0,0.419
2020-08-15T00:00:00Z,39.0,1.545
2020-08-15T00:00:00Z,45.0,0.42
2020-09-15T00:00:00Z,33.0,0.218
2020-09-15T00:00:00Z,39.0,0.582
2020-09-15T00:00:00Z,45.0,-0.048
2020-10-15T00:00:00Z,33.0,0.152
2020-10-15T00:00:00Z,39.0,1.176
2020-10-15T00:00:00Z,45.0,0.196
2020-11-15T00:00:00Z,33.0,0.334
2020-11-15T00:00:00Z,39.0,0.676
2020-11-15T00:00:00Z,45.0,-0.34
2020-12-15T00:00:00Z,33.0,0.163
2020-12-15T00:00:00Z,39.0,0.462
2020-12-15T00:00:00Z,45.0,-0.444
2021-01-15T00:00:00Z,33.0,0.281
2021-01-15T00:00:00Z,39.0,0.354
2021-01-15T00:00:00Z,45.0,-0.567
2021-02-15T00:00:00Z,33.0,0.492
2021-02-15T00:00:00Z,39.0,1.157
2021-02-15T00:00:00Z,45.0,-0.076
2021-03-15T00:00:00Z,33.0,0.556
2021-03-15T00:00:00Z,39.0,1.018
2021-03-15T00:00:00Z,45.0,-0.158
2021-04-15T00:00:00Z,33.0,0.54
2021-04-15T00:00:00Z,39.0,1.584
2021-04-15T00:00:00Z,45.0,0.381
2021-05-15T00:00:00Z,33.0,0.609
2021-05-15T00:00:00Z,39.0,2.324
2021-05-15T00:00:00Z,45.0,0.375
