time,latitude,BEUTI
2010-04-15T00:00:00Z,33.0,1.925
2010-04-15T00:00:00Z,39.0,20.924
2010-04-15T00:00:00Z,45.0,0.72
2010-05-15T00:00:00Z,33.0,1.769
2010-05-15T00:00:00Z,39.0,18.487
2010-05-15T00:00:00Z,45.0,1.197
2010-06-15T00:00:00Z,33.0,2.112
2010-06-15T00:00:00Z,39.0,31.701
2010-06-15T00:00:00Z,45.0,0.482
2010-07-15T00:00:00Z,33.0,0.592
2010-07-15T00:00:00Z,39.0,26.393
2010-07-15T00:00:00Z,45.0,6.774
2010-08-15T00:00:00Z,33.0,0.119
2010-08-15T00:00:00Z,39.0,18.372
2010-08-15T00:00:00Z,45.0,2.789
2010-09-15T00:00:00Z,33.0,0.091
2010-09-15T00:00:00Z,39.0,5.376
2010-09-15T00:00:00Z,45.0,-0.018
2010-10-15T00:00:00Z,33.0,0.046
2010-10-15T00:00:00Z,39.0,4.444
2010-10-15T00:00:00Z,45.0,-0.035
2010-11-15T00:00:00Z,33.0,0.575
2010-11-15T00:00:00Z,39.0,6.146
2010-11-15T00:00:00Z,45.0,-0.99
2010-12-15T00:00:00Z,33.0,0.76
2010-12-15T00:00:00Z,39.0,-3.95
2010-12-15T00:00:00Z,45.0,-9.392
2011-01-15T00:00:00Z,33.0,-0.425
2011-01-15T00:00:00Z,39.0,5.237
2011-01-15T00:00:00Z,45.0,0.121
2011-02-15T00:00:00Z,33.0,0.872
2011-02-15T00:00:00Z,39.0,7.107
2011-02-15T00:00:00Z,45.0,1.85
2011-03-15T00:00:00Z,33.0,1.945
2011-03-15T00:00:00Z,39.0,-1.285
2011-03-15T00:00:00Z,45.0,-8.544
2011-04-15T00:00:00Z,33.0,1.254
2011-04-15T00:00:00Z,39.0,16.158
2011-04-15T00:00:00Z,45.0,3.24
2011-05-15T00:00:00Z,33.0,1.377
2011-05-15T00:00:00Z,39.0,24.877
2011-05-15T00:00:00Z,45.0,0.8
2011-06-15T00:00:00Z,33.0,0.572
2011-06-15T00:00:00Z,39.0,26.033
2011-06-15T00:00:00Z,45.0,0.993
2011-07-15T00:00:00Z,33.0,0.086
2011-07-15T00:00:00Z,39.0,18.616
2011-07-15T00:00:00Z,45.0,2.693
2011-08-15T00:00:00Z,33.0,0.048
2011-08-15T00:00:00Z,39.0,12.855
2011-08-15T00:00:00Z,45.0,2.12
2011-09-15T00:00:00Z,33.0,0.032
2011-09-15T00:00:00Z,39.0,4.337
2011-09-15T00:00:00Z,45.0,0.553
2011-10-15T00:00:00Z,33.0,0.071
2011-10-15T00:00:00Z,39.0,3.399
2011-10-15T00:00:00Z,45.0,0.011
2011-11-15T00:00:00Z,33.0,0.101
2011-11-15T00:00:00Z,39.0,3.759
2011-11-15T00:00:00Z,45.0,-1.497
2011-12-15T00:00:00Z,33.0,0.41
2011-12-15T00:00:00Z,39.0,11.095
2011-12-15T00:00:00Z,45.0,3.266
2012-01-15T00:00:00Z,33.0,0.956
2012-01-15T00:00:00Z,39.0,2.599
2012-01-15T00:00:00Z,45.0,-10.551
2012-02-15T00:00:00Z,33.0,2.282
2012-02-15T00:00:00Z,39.0,20.855
2012-02-15T00:00:00Z,45.0,0.562
2012-03-15T00:00:00Z,33.0,3.29
2012-03-15T00:00:00Z,39.0,-0.643
2012-03-15T00:00:00Z,45.0,-14.831
2012-04-15T00:00:00Z,33.0,2.121
2012-04-15T00:00:00Z,39.0,9.997
2012-04-15T00:00:00Z,45.0,-3.867
2012-05-15T00:00:00Z,33.0,1.425
2012-05-15T00:00:00Z,39.0,32.041
2012-05-15T00:00:00Z,45.0,4.752
2012-06-15T00:00:00Z,33.0,0.699
2012-06-15T00:00:00Z,39.0,29.181
2012-06-15T00:00:00Z,45.0,0.762
2012-07-15T00:00:00Z,33.0,0.099
2012-07-15T00:00:00Z,39.0,17.74
2012-07-15T00:00:00Z,45.0,2.482
2012-08-15T00:00:00Z,33.0,0.007
2012-08-15T00:00:00Z,39.0,8.836
2012-08-15T00:00:00Z,45.0,2.375
2012-09-15T00:00:00Z,33.0,0.007
2012-09-15T00:00:00Z,39.0,5.24
2012-09-15T00:00:00Z,45.0,2.184
2012-10-15T00:00:00Z,33.0,0.007
2012-10-15T00:00:00Z,39.0,1.631
2012-10-15T00:00:00Z,45.0,0.124
2012-11-15T00:00:00Z,33.0,0.035
2012-11-15T00:00:00Z,39.0,-0.22
2012-11-15T00:00:00Z,45.0,-1.172
2012-12-15T00:00:00Z,33.0,0.279
2012-12-15T00:00:00Z,39.0,1.887
2012-12-15T00:00:00Z,45.0,-1.014
2013-01-15T00:00:00Z,33.0,2.054
2013-01-15T00:00:00Z,39.0,7.699
2013-01-15T00:00:00Z,45.0,-0.335
2013-02-15T00:00:00Z,33.0,2.925
2013-02-15T00:00:00Z,39.0,21.821
2013-02-15T00:00:00Z,45.0,-0.963
2013-03-15T00:00:00Z,33.0,1.966
2013-03-15T00:00:00Z,39.0,17.677
2013-03-15T00:00:00Z,45.0,-1.249
2013-04-15T00:00:00Z,33.0,3.977
2013-04-15T00:00:00Z,39.0,41.843
2013-04-15T00:00:00Z,45.0,1.51
2013-05-15T00:00:00Z,33.0,3.862
2013-05-15T00:00:00Z,39.0,22.949
2013-05-15T00:00:00Z,45.0,1.952
2013-06-15T00:00:00Z,33.0,2.351
2013-06-15T00:00:00Z,39.0,26.28
2013-06-15T00:00:00Z,45.0,1.265
2013-07-15T00:00:00Z,33.0,0.223
2013-07-15T00:00:00Z,39.0,22.459
2013-07-15T00:00:00Z,45.0,3.721
2013-08-15T00:00:00Z,33.0,0.33
2013-08-15T00:00:00Z,39.0,8.687
2013-08-15T00:00:00Z,45.0,1.599
2013-09-15T00:00:00Z,33.0,0.241
2013-09-15T00:00:00Z,39.0,4.653
2013-09-15T00:00:00Z,45.0,0.287
2013-10-15T00:00:00Z,33.0,0.015
2013-10-15T00:00:00Z,39.0,10.806
2013-10-15T00:00:00Z,45.0,0.287
2013-11-15T00:00:00Z,33.0,0.026
2013-11-15T00:00:00Z,39.0,5.993
2013-11-15T00:00:00Z,45.0,-0.212
2013-12-15T00:00:00Z,33.0,0.262
2013-12-15T00:00:00Z,39.0,10.575
2013-12-15T00:00:00Z,45.0,-0.233
2014-01-15T00:00:00Z,33.0,0.128
2014-01-15T00:00:00Z,39.0,0.965
2014-01-15T00:00:00Z,45.0,-3.516
2014-02-15T00:00:00Z,33.0,0.459
2014-02-15T00:00:00Z,39.0,1.423
2014-02-15T00:00:00Z,45.0,-5.451
2014-03-15T00:00:00Z,33.0,0.402
2014-03-15T00:00:00Z,39.0,3.836
2014-03-15T00:00:00Z,45.0,-3.749
2014-04-15T00:00:00Z,33.0,1.524
2014-04-15T00:00:00Z,39.0,10.452
2014-04-15T00:00:00Z,45.0,1.109
2014-05-15T00:00:00Z,33.0,0.694
2014-05-15T00:00:00Z,39.0,22.189
2014-05-15T00:00:00Z,45.0,0.306
2014-06-15T00:00:00Z,33.0,0.206
2014-06-15T00:00:00Z,39.0,34.233
2014-06-15T00:00:00Z,45.0,1.656
2014-07-15T00:00:00Z,33.0,0.098
2014-07-15T00:00:00Z,39.0,7.378
2014-07-15T00:00:00Z,45.0,1.181
2014-08-15T00:00:00Z,33.0,0.006
2014-08-15T00:00:00Z,39.0,11.138
2014-08-15T00:00:00Z,45.0,1.375
2014-09-15T00:00:00Z,33.0,0.003
2014-09-15T00:00:00Z,39.0,3.164
2014-09-15T00:00:00Z,45.0,0.265
2014-10-15T00:00:00Z,33.0,0.001
2014-10-15T00:00:00Z,39.0,0.632
2014-10-15T00:00:00Z,45.0,0.013
2014-11-15T00:00:00Z,33.0,0.003
2014-11-15T00:00:00Z,39.0,0.025
2014-11-15T00:00:00Z,45.0,-0.008
2014-12-15T00:00:00Z,33.0,0.031
2014-12-15T00:00:00Z,39.0,0.356
2014-12-15T00:00:00Z,45.0,-0.262
2015-01-15T00:00:00Z,33.0,0.014
2015-01-15T00:00:00Z,39.0,0.416
2015-01-15T00:00:00Z,45.0,-0.297
2015-02-15T00:00:00Z,33.0,0.033
2015-02-15T00:00:00Z,39.0,1.166
2015-02-15T00:00:00Z,45.0,-0.818
2015-03-15T00:00:00Z,33.0,0.076
2015-03-15T00:00:00Z,39.0,5.11
2015-03-15T00:00:00Z,45.0,-0.031
2015-04-15T00:00:00Z,33.0,0.607
2015-04-15T00:00:00Z,39.0,22.211
2015-04-15T00:00:00Z,45.0,0.779
2015-05-15T00:00:00Z,33.0,1.462
2015-05-15T00:00:00Z,39.0,27.514
2015-05-15T00:00:00Z,45.0,2.608
2015-06-15T00:00:00Z,33.0,0.836
2015-06-15T00:00:00Z,39.0,17.491
2015-06-15T00:00:00Z,45.0,5.254
2015-07-15T00:00:00Z,33.0,0.158
2015-07-15T00:00:00Z,39.0,6.59
2015-07-15T00:00:00Z,45.0,1.792
2015-08-15T00:00:00Z,33.0,0.094
2015-08-15T00:00:00Z,39.0,5.085
2015-08-15T00:00:00Z,45.0,1.775
2015-09-15T00:00:00Z,33.0,0.01
2015-09-15T00:00:00Z,39.0,4.097
2015-09-15T00:00:00Z,45.0,0.512
2015-10-15T00:00:00Z,33.0,0.002
2015-10-15T00:00:00Z,39.0,0.957
2015-10-15T00:00:00Z,45.0,-0.166
2015-11-15T00:00:00Z,33.0,0.008
2015-11-15T00:00:00Z,39.0,1.766
2015-11-15T00:00:00Z,45.0,-0.006
2015-12-15T00:00:00Z,33.0,0.146
2015-12-15T00:00:00Z,39.0,1.275
2015-12-15T00:00:00Z,45.0,-1.42
2016-01-15T00:00:00Z,33.0,0.221
2016-01-15T00:00:00Z,39.0,-5.571
2016-01-15T00:00:00Z,45.0,-3.128
2016-02-15T00:00:00Z,33.0,0.474
2016-02-15T00:00:00Z,39.0,0.759
2016-02-15T00:00:00Z,45.0,-1.985
2016-03-15T00:00:00Z,33.0,0.358
2016-03-15T00:00:00Z,39.0,2.094
2016-03-15T00:00:00Z,45.0,-2.329
2016-04-15T00:00:00Z,33.0,3.244
2016-04-15T00:00:00Z,39.0,13.095
2016-04-15T00:00:00Z,45.0,0.405
2016-05-15T00:00:00Z,33.0,1.205
2016-05-15T00:00:00Z,39.0,19.51
2016-05-15T00:00:00Z,45.0,3.664
2016-06-15T00:00:00Z,33.0,2.24
2016-06-15T00:00:00Z,39.0,19.4
2016-06-15T00:00:00Z,45.0,2.859
2016-07-15T00:00:00Z,33.0,0.805
2016-07-15T00:00:00Z,39.0,20.05
2016-07-15T00:00:00Z,45.0,2.387
2016-08-15T00:00:00Z,33.0,0.112
2016-08-15T00:00:00Z,39.0,8.25
2016-08-15T00:00:00Z,45.0,1.611
2016-09-15T00:00:00Z,33.0,0.038
2016-09-15T00:00:00Z,39.0,10.373
2016-09-15T00:00:00Z,45.0,2.015
2016-10-15T00:00:00Z,33.0,0.026
2016-10-15T00:00:00Z,39.0,1.013
2016-10-15T00:00:00Z,45.0,-0.337
2016-11-15T00:00:00Z,33.0,0.025
2016-11-15T00:00:00Z,39.0,0.007
2016-11-15T00:00:00Z,45.0,0.0
2016-12-15T00:00:00Z,33.0,0.226
2016-12-15T00:00:00Z,39.0,3.118
2016-12-15T00:00:00Z,45.0,-0.126
2017-01-15T00:00:00Z,33.0,0.248
2017-01-15T00:00:00Z,39.0,-0.16
2017-01-15T00:00:00Z,45.0,-3.904
2017-02-15T00:00:00Z,33.0,0.637
2017-02-15T00:00:00Z,39.0,-1.422
2017-02-15T00:00:00Z,45.0,-1.018
2017-03-15T00:00:00Z,33.0,0.98
2017-03-15T00:00:00Z,39.0,3.607
2017-03-15T00:00:00Z,45.0,-4.663
2017-04-15T00:00:00Z,33.0,2.852
2017-04-15T00:00:00Z,39.0,8.559
2017-04-15T00:00:00Z,45.0,-2.735
2017-05-15T00:00:00Z,33.0,3.138
2017-05-15T00:00:00Z,39.0,30.684
2017-05-15T00:00:00Z,45.0,3.911
2017-06-15T00:00:00Z,33.0,3.415
2017-06-15T00:00:00Z,39.0,20.73
2017-06-15T00:00:00Z,45.0,3.119
2017-07-15T00:00:00Z,33.0,0.476
2017-07-15T00:00:00Z,39.0,24.207
2017-07-15T00:00:00Z,45.0,1.975
2017-08-15T00:00:00Z,33.0,0.308
2017-08-15T00:00:00Z,39.0,8.977
2017-08-15T00:00:00Z,45.0,3.799
2017-09-15T00:00:00Z,33.0,0.112
2017-09-15T00:00:00Z,39.0,6.09
2017-09-15T00:00:00Z,45.0,1.486
2017-10-15T00:00:00Z,33.0,0.01
2017-10-15T00:00:00Z,39.0,10.005
2017-10-15T00:00:00Z,45.0,0.583
2017-11-15T00:00:00Z,33.0,0.027
2017-11-15T00:00:00Z,39.0,-0.466
2017-11-15T00:00:00Z,45.0,-1.349
2017-12-15T00:00:00Z,33.0,0.039
2017-12-15T00:00:00Z,39.0,3.236
2017-12-15T00:00:00Z,45.0,-0.187
2018-01-15T00:00:00Z,33.0,0.21
2018-01-15T00:00:00Z,39.0,-0.251
2018-01-15T00:00:00Z,45.0,-3.014
2018-02-15T00:00:00Z,33.0,0.591
2018-02-15T00:00:00Z,39.0,17.288
2018-02-15T00:00:00Z,45.0,1.912
2018-03-15T00:00:00Z,33.0,1.073
2018-03-15T00:00:00Z,39.0,2.576
2018-03-15T00:00:00Z,45.0,-0.974
2018-04-15T00:00:00Z,33.0,2.623
2018-04-15T00:00:00Z,39.0,11.541
2018-04-15T00:00:00Z,45.0,-1.471
2018-05-15T00:00:00Z,33.0,2.701
2018-05-15T00:00:00Z,39.0,29.461
2018-05-15T00:00:00Z,45.0,3.672
2018-06-15T00:00:00Z,33.0,0.911
2018-06-15T00:00:00Z,39.0,33.899
2018-06-15T00:00:00Z,45.0,1.119
2018-07-15T00:00:00Z,33.0,1.104
2018-07-15T00:00:00Z,39.0,17.698
2018-07-15T00:00:00Z,45.0,3.394
2018-08-15T00:00:00Z,33.0,0.08
2018-08-15T00:00:00Z,39.0,15.679
2018-08-15T00:00:00Z,45.0,2.248
2018-09-15T00:00:00Z,33.0,0.009
2018-09-15T00:00:00Z,39.0,13.525
2018-09-15T00:00:00Z,45.0,1.2
2018-10-15T00:00:00Z,33.0,0.008
2018-10-15T00:00:00Z,39.0,4.326
2018-10-15T00:00:00Z,45.0,0.348
2018-11-15T00:00:00Z,33.0,0.008
2018-11-15T00:00:00Z,39.0,5.091
2018-11-15T00:00:00Z,45.0,-0.31
2018-12-15T00:00:00Z,33.0,0.106
2018-12-15T00:00:00Z,39.0,2.228
2018-12-15T00:00:00Z,45.0,-2.896
2019-01-15T00:00:00Z,33.0,0.137
2019-01-15T00:00:00Z,39.0,-4.101
2019-01-15T00:00:00Z,45.0,-1.953
2019-02-15T00:00:00Z,33.0,0.824
2019-02-15T00:00:00Z,39.0,4.299
2019-02-15T00:00:00Z,45.0,0.564
2019-03-15T00:00:00Z,33.0,1.27
2019-03-15T00:00:00Z,39.0,2.753
2019-03-15T00:00:00Z,45.0,-0.124
2019-04-15T00:00:00Z,33.0,1.091
2019-04-15T00:00:00Z,39.0,20.871
2019-04-15T00:00:00Z,45.0,0.378
2019-05-15T00:00:00Z,33.0,1.223
2019-05-15T00:00:00Z,39.0,17.315
2019-05-15T00:00:00Z,45.0,2.811
2019-06-15T00:00:00Z,33.0,0.549
2019-06-15T00:00:00Z,39.0,39.943
2019-06-15T00:00:00Z,45.0,5.887
2019-07-15T00:00:00Z,33.0,0.874
2019-07-15T00:00:00Z,39.0,27.213
2019-07-15T00:00:00Z,45.0,1.81
2019-08-15T00:00:00Z,33.0,0.271
2019-08-15T00:00:00Z,39.0,11.442
2019-08-15T00:00:00Z,45.0,1.34
2019-09-15T00:00:00Z,33.0,0.199
2019-09-15T00:00:00Z,39.0,9.937
2019-09-15T00:00:00Z,45.0,0.233
2019-10-15T00:00:00Z,33.0,0.005
2019-10-15T00:00:00Z,39.0,6.361
2019-10-15T00:00:00Z,45.0,0.289
2019-11-15T00:00:00Z,33.0,0.015
2019-11-15T00:00:00Z,39.0,6.422
2019-11-15T00:00:00Z,45.0,1.233
2019-12-15T00:00:00Z,33.0,0.052
2019-12-15T00:00:00Z,39.0,-2.968
2019-12-15T00:00:00Z,45.0,-3.52
2020-01-15T00:00:00Z,33.0,0.276
2020-01-15T00:00:00Z,39.0,2.827
2020-01-15T00:00:00Z,45.0,-9.548
2020-02-15T00:00:00Z,33.0,0.262
2020-02-15T00:00:00Z,39.0,22.093
2020-02-15T00:00:00Z,45.0,0.719
2020-03-15T00:00:00Z,33.0,0.412
2020-03-15T00:00:00Z,39.0,11.349
2020-03-15T00:00:00Z,45.0,1.31
2020-04-15T00:00:00Z,33.0,0.712
2020-04-15T00:00:00Z,39.0,15.231
2020-04-15T00:00:00Z,45.0,3.272
2020-05-15T00:00:00Z,33.0,1.363
2020-05-15T00:00:00Z,39.0,16.398
2020-05-15T00:00:00Z,45.0,-0.976
2020-06-15T00:00:00Z,33.0,0.815
2020-06-15T00:00:00Z,39.0,27.05
2020-06-15T00:00:00Z,45.0,3.171
2020-07-15T00:00:00Z,33.0,0.196
2020-07-15T00:00:00Z,39.0,21.492
2020-07-15T00:00:00Z,45.0,6.159
2020-08-15T00:00:00Z,33.0,0.344
2020-08-15T00:00:00Z,39.0,16.289
2020-08-15T00:00:00Z,45.0,3.848
2020-09-15T00:00:00Z,33.0,0.019
2020-09-15T00:00:00Z,39.0,4.839
2020-09-15T00:00:00Z,45.0,-1.958
2020-10-15T00:00:00Z,33.0,0.004
2020-10-15T00:00:00Z,39.0,8.4
2020-10-15T00:00:00Z,45.0,0.74
2020-11-15T00:00:00Z,33.0,0.082
2020-11-15T00:00:00Z,39.0,7.688
2020-11-15T00:00:00Z,45.0,-0.81
2020-12-15T00:00:00Z,33.0,0.282
2020-12-15T00:00:00Z,39.0,6.203
2020-12-15T00:00:00Z,45.0,-2.891
2021-01-15T00:00:00Z,33.0,0.73
2021-01-15T00:00:00Z,39.0,3.997
2021-01-15T00:00:00Z,45.0,-4.732
2021-02-15T00:00:00Z,33.0,1.859
2021-02-15T00:00:00Z,39.0,22.337
2021-02-15T00:00:00Z,45.0,-0.721
2021-03-15T00:00:00Z,33.0,2.34
2021-03-15T00:00:00Z,39.0,21.203
2021-03-15T00:00:00Z,45.0,-1.81
2021-04-15T00:00:00Z,33.0,1.615
2021-04-15T00:00:00Z,39.0,37.21
2021-04-15T00:00:00Z,45.0,5.576
2021-05-15T00:00:00Z,33.0,1.961
2021-05-15T00:00:00Z,39.0,57.187
2021-05-15T00:00:00Z,45.0,7.698
